post_verified,post_type,building_type,squares,nums_bedroom,nums_wc,nums_floor,furniture,price,project_names,streets,wards,districts,type_squares
0,vip-silver,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,15.0,Dự án Botanica Premier,Đường Bạch Đằng,Phường 2,Tân Bình,60-80
0,vip-silver,Căn hộ chung cư,73.0,2,2,1,Cơ bản,7.0,Dự án Diamond Riverside,Đường Võ Văn Kiệt,Phường 16,8,60-80
0,vip-silver,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,24.0,Dự án River Gate,Đường Bến Vân Đồn,Phường 6,4,20-40
0,vip-silver,Căn hộ chung cư,55.0,1,1,1,Cơ bản,18.0,Dự án Vinhomes Golden River Ba Son,Đường Nguyễn Thị Minh Khai,Phường Bến Nghé,1,40-60
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,16.0,Dự án Kingdom 101,334 Đường Tô Hiến Thành,Phường 14,10,60-80
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,15.0,Dự án Florita Đức Khải,Đường D1,Phường Tân Hưng,7,60-80
0,vip-normal,Căn hộ chung cư,60.0,2,2,1,Đầy đủ,11.5,Dự án Terra Royal,Đường Lý Chính Thắng,Phường Võ Thị Sáu,3,40-60
0,vip-silver,Căn hộ chung cư,86.0,2,2,1,Đầy đủ,20.0,Dự án Midtown Phú Mỹ Hưng,Đường Nguyễn Thị Thập,Phường Tân Phú,7,80-100
0,vip-normal,Căn hộ chung cư,79.0,2,2,1,Đầy đủ,16.0,Dự án Kingdom 101,334 Đường Tô Hiến Thành,Phường 14,10,60-80
0,vip-normal,Căn hộ chung cư,140.0,3,2,1,Đầy đủ,21.0,Dự án Saigon Pearl,Đường Nguyễn Hữu Cảnh,Phường 22,Bình Thạnh,100+
0,vip-normal,Căn hộ chung cư,74.0,2,2,1,Đầy đủ,18.0,Dự án Masteri Millennium,Đường Bến Vân Đồn,Phường 6,4,60-80
0,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,5.6,Không thuộc dự án,Đường Nguyễn Văn Lượng,Phường 6,Gò Vấp,20-40
0,vip-normal,Căn hộ chung cư,54.0,1,1,1,Đầy đủ,10.0,Dự án CityLand Park Hills,18 Đường Phan Văn Trị,Phường 10,Gò Vấp,40-60
0,vip-normal,Căn hộ chung cư,86.0,2,2,1,Đầy đủ,11.0,Dự án CityLand Park Hills,Đường Phan Văn Trị,Phường 10,Gò Vấp,80-100
0,vip-silver,Căn hộ chung cư,75.0,2,2,1,Có tiện nghi cơ bản,12.5,Dự án Cityland Park Hills,Đường Phan Văn Trị,Phường 10,Gò Vấp,60-80
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,20.0,Không thuộc dự án,Đường Nguyễn Trọng Lội,Phường 4,Tân Bình,40-60
0,vip-silver,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,19.0,Dự án The Landmark 81,Đường Điện Biên Phủ,Phường 22,Bình Thạnh,60-80
0,vip-silver,Căn hộ chung cư,64.2,1,1,1,Đầy đủ,23.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,60-80
0,vip-silver,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,12.0,Dự án Masteri Millennium,Đường Bến Vân Đồn,Phường 6,4,20-40
0,vip-silver,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,8.5,Dự án Lexington Residence,Đường Mai Chí Thọ,Phường An Phú,2,20-40
0,vip-normal,Căn hộ chung cư,88.8,2,2,1,Cơ bản,13.0,Dự án Celadon City,Đường N1,Phường Sơn Kỳ,Tân Phú,80-100
0,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,8.0,Không thuộc dự án,Đường Võ Thị Sáu,Phường Tân Định,1,20-40
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,14.0,Dự án Chung cư Vĩnh Hội Quận 4,Đường Vĩnh Hội,Phường 4,4,60-80
0,vip-silver,Căn hộ chung cư,90.0,2,2,1,Đầy đủ,20.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,80-100
0,vip-silver,Căn hộ chung cư,70.0,1,1,1,Đầy đủ,20.0,Dự án City Garden,59 Đường Ngô Tất Tố,Phường 21,Bình Thạnh,60-80
0,vip-silver,Căn hộ chung cư,203.0,4,4,1,Cơ bản,97.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,100+
0,vip-silver,Căn hộ chung cư,51.68,1,1,1,Đầy đủ,30.0,Dự án The Marq,Đường Nguyễn Đình Chiểu,Phường Đa Kao,1,40-60
0,vip-silver,Căn hộ chung cư,30.0,1,1,1,Đầy đủ,3.0,Dự án Vinhomes Grand Park,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,9,20-40
0,vip-silver,Căn hộ chung cư,70.0,2,1,1,Đầy đủ,15.0,Dự án The Gold View,Đường Bến Vân Đồn,Phường 1,4,60-80
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,7.0,Dự án Mỹ Phước,Đường Bùi Hữu Nghĩa,Phường 2,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,100.0,2,2,1,Đầy đủ,19.0,Dự án Grand Riverside,Đường Bến Vân Đồn,Phường 2,4,80-100
0,vip-normal,Căn hộ chung cư,38.0,1,1,1,Đầy đủ,11.0,Dự án Sunrise City View,Đường Nguyễn Hữu Thọ,Phường Tân Hưng,7,20-40
0,vip-normal,Căn hộ chung cư,115.0,3,2,1,Cơ bản,40.0,Dự án The Metropole,Đường Trần Não,Phường An Khánh,2,100+
0,vip-normal,Căn hộ chung cư,160.0,4,3,1,Đầy đủ,35.0,Dự án Vista Verde,Đường Phan Văn Đáng,Phường Thạnh Mỹ Lợi,2,100+
0,vip-normal,Căn hộ chung cư,51.0,1,1,1,Đầy đủ,13.5,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,40-60
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,16.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,60-80
0,vip-normal,Căn hộ chung cư,102.0,3,2,1,Đầy đủ,22.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,100+
0,vip-normal,Căn hộ chung cư,102.0,3,2,1,Đầy đủ,22.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,100+
0,vip-normal,Căn hộ chung cư,51.0,1,1,1,Đầy đủ,15.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,40-60
0,vip-normal,Căn hộ chung cư,62.0,2,2,1,Đầy đủ,16.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,60-80
0,vip-normal,Căn hộ chung cư,94.0,2,2,1,Đầy đủ,30.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,80-100
0,vip-normal,Căn hộ chung cư,98.0,3,2,1,Cơ bản,29.0,Dự án D’Lusso,Đường Nguyễn Thị Định,Phường An Phú,2,80-100
0,vip-normal,Căn hộ chung cư,64.0,1,1,1,Cơ bản,18.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,60-80
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Cơ bản,8.0,Dự án Q7 Boulevard,Đường Nguyễn Lương Bằng,Phường Phú Mỹ,7,60-80
0,vip-normal,Căn hộ chung cư,50.0,2,1,1,Đầy đủ,7.0,Không thuộc dự án,Đường Lý Chiêu Hoàng,Phường 10,6,40-60
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,10.0,Dự án The Sun Avenue,Đường Mai Chí Thọ,Phường An Phú,2,40-60
0,vip-normal,Căn hộ chung cư,140.0,3,4,1,Đầy đủ,23.0,Dự án The Vista An Phú,Đường Xa Lộ Hà Nội,Phường An Phú,2,100+
0,vip-normal,Căn hộ chung cư,130.0,3,2,1,Đầy đủ,23.0,Dự án The Estella,Đường Xa Lộ Hà Nội,Phường An Phú,2,100+
0,vip-normal,Căn hộ chung cư,100.0,3,2,1,Đầy đủ,18.0,Dự án Grand Riverside,Đường Bến Vân Đồn,Phường 2,4,80-100
0,vip-normal,Căn hộ chung cư,45.0,1,1,1,Đầy đủ,8.0,Không thuộc dự án,Đường Phan Văn Trị,Phường 11,Bình Thạnh,40-60
0,vip-normal,Căn hộ chung cư,86.0,2,2,1,Đầy đủ,18.0,Dự án HaDo Centrosa Garden,Đường 3/2,Phường 12,10,80-100
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,11.0,Dự án Viva Riverside,Đường Võ Văn Kiệt,Phường 3,6,60-80
0,vip-normal,Căn hộ chung cư,60.0,2,2,1,Đầy đủ,6.5,Dự án Sunview Town,Đường Gò Dưa,Phường Hiệp Bình Phước,Thủ Đức,40-60
0,vip-normal,Căn hộ chung cư,57.0,2,2,1,Đầy đủ,6.5,Dự án Sunview Town,Đường Gò Dưa,Phường Hiệp Bình Phước,Thủ Đức,40-60
1,vip-normal,Căn hộ chung cư,50.0,1,1,1,Cao cấp,10.5,Không thuộc dự án,Đường Nguyễn Ngọc Phương,Phường 19,Bình Thạnh,40-60
0,vip-normal,Căn hộ chung cư,55.0,1,1,1,Đầy đủ,8.5,Không thuộc dự án,Đường Phan Đình Phùng,Phường 2,Phú Nhuận,40-60
0,vip-normal,Căn hộ chung cư,38.0,1,1,1,Cao cấp,10.9,Không thuộc dự án,Đường 19,Phường Bình An,2,20-40
0,vip-normal,Căn hộ chung cư,58.0,1,1,1,Đầy đủ,13.0,Dự án One Verandah Mapletree,Đường Bát Nàn,Phường Thạnh Mỹ Lợi,2,40-60
0,vip-normal,Căn hộ chung cư,58.0,1,1,1,Đầy đủ,15.0,Dự án One Verandah Mapletree,Đường Bát Nàn,Phường Thạnh Mỹ Lợi,2,40-60
0,vip-normal,Căn hộ chung cư,82.0,2,2,1,Có tiện nghi cơ bản,18.0,Dự án One Verandah Mapletree,Đường Bát Nàn,Phường Thạnh Mỹ Lợi,2,80-100
0,vip-normal,Căn hộ chung cư,127.0,3,3,1,Đầy đủ,23.0,Dự án Sunrise City,Đường Đào Trí,Phường Phú Thuận,7,100+
0,vip-normal,Căn hộ chung cư,90.0,2,2,1,Đầy đủ,24.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,80-100
0,vip-normal,Căn hộ chung cư,82.0,2,2,1,Đầy đủ,13.0,Dự án One Verandah Mapletree,Đường Bát Nàn,Phường Thạnh Mỹ Lợi,2,80-100
0,vip-normal,Căn hộ chung cư,71.16,2,2,1,Đầy đủ,12.0,Dự án Saigonres Plaza,Đường Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,60-80
0,vip-normal,Căn hộ chung cư,82.0,2,2,1,Cơ bản,28.0,Dự án The Metropole,Đường Trần Não,Phường An Khánh,2,80-100
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Cơ bản,6.0,Dự án EHome 3,Đường Hồ Học Lãm,Phường An Lạc,Bình Tân,40-60
0,vip-normal,Căn hộ chung cư,81.0,2,2,1,Đầy đủ,13.0,Dự án One Verandah Mapletree,Đường Bát Nàn,Phường Thạnh Mỹ Lợi,2,80-100
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,14.0,Dự án Xi Grand Court,Đường Thành Thái,Phường 14,10,60-80
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,6.0,Không thuộc dự án,Đường Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,60.0,1,1,1,Đầy đủ,10.0,Không thuộc dự án,Đường Bạch Đằng,Phường 2,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,80.0,2,1,1,Đầy đủ,10.0,Không thuộc dự án,Đường Cách Mạng Tháng Tám,Phường 11,10,60-80
0,vip-normal,Căn hộ chung cư,80.0,2,1,1,Đầy đủ,10.0,Không thuộc dự án,Đường Hoàng Văn Thụ,Phường 9,Phú Nhuận,60-80
0,vip-normal,Căn hộ chung cư,60.0,1,1,1,Đầy đủ,10.0,Không thuộc dự án,Đường Cách Mạng Tháng Tám,Phường 11,3,40-60
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,15.0,Dự án Grand Riverside,Đường Bến Vân Đồn,Phường 2,4,60-80
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,10.0,Dự án Saigon Asiana,Đường Nguyễn Văn Luông,Phường 12,6,60-80
0,vip-normal,Căn hộ chung cư,68.0,2,2,1,Cơ bản,19.0,Dự án Vinhomes Golden River Ba Son,Đường Nguyễn Thị Minh Khai,Phường Bến Nghé,1,60-80
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,12.0,Dự án Galaxy 9,Đường Nguyễn Khoái,Phường 2,4,40-60
1,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,9.5,Không thuộc dự án,Đường Thạch Thị Thanh,Phường Tân Định,1,20-40
0,vip-normal,Căn hộ chung cư,115.0,3,2,1,Đầy đủ,40.0,Dự án The Metropole Thủ Thiêm ,Đường Mai Chí Thọ,Phường An Phú,2,100+
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,24.0,Dự án Masteri Thảo Điền,Đường Xa Lộ Hà Nội,Phường Thảo Điền,2,60-80
0,vip-normal,Căn hộ chung cư,126.0,3,2,1,Đầy đủ,39.5,Dự án The River Thủ Thiêm,Đường Nguyễn Cơ Thạch,Phường An Khánh,2,100+
1,vip-normal,Căn hộ chung cư,50.0,1,1,1,Cao cấp,11.0,Không thuộc dự án,Đường Trần Kế Xương,Phường 7,Phú Nhuận,40-60
0,vip-normal,Căn hộ chung cư,69.0,2,2,1,Đầy đủ,7.0,Dự án Vinhomes Grand Park,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,9,60-80
0,vip-normal,Căn hộ chung cư,104.0,3,3,1,Đầy đủ,20.0,Dự án Galaxy 9,Đường Nguyễn Khoái,Phường 2,4,100+
0,vip-normal,Căn hộ chung cư,115.0,3,2,1,Cơ bản,15.0,Dự án Sky 89,Đường Đào Trí,Phường Phú Thuận,7,100+
0,vip-normal,Căn hộ chung cư,110.0,3,3,1,Đầy đủ,55.0,Dự án The Metropole,Đường Trần Não,Phường An Khánh,2,100+
1,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,6.5,Không thuộc dự án,Đường Huỳnh Văn Bánh,Phường 13,Phú Nhuận,20-40
0,vip-normal,Căn hộ chung cư,82.0,2,2,1,Đầy đủ,17.0,Dự án Kingdom 101,Đường Tô Hiến Thành,Phường 14,10,80-100
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,14.0,Dự án Golden Mansion,Đường Phổ Quang,Phường 9,Phú Nhuận,60-80
1,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,10.0,Không thuộc dự án,Đường Nguyễn Ngọc Phương,Phường 19,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,60.0,1,1,1,Đầy đủ,16.0,Dự án HaDo Centrosa Garden,Đường 3/2,Phường 12,10,40-60
0,vip-normal,Căn hộ chung cư,65.0,2,2,1,Đầy đủ,10.0,Dự án RichStar,Đường Hòa Bình,Phường Hiệp Tân,Tân Phú,60-80
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,14.5,Dự án Galaxy 9,Đường Nguyễn Khoái,Phường 2,4,60-80
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,17.0,Dự án The Gold View,Đường Bến Vân Đồn,Phường 1,4,60-80
0,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,7.5,Không thuộc dự án,Đường D5,Phường 25,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,30.0,1,1,1,Đầy đủ,6.5,Không thuộc dự án,Đường D5,Phường 25,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,5.0,Không thuộc dự án,Đường Nguyễn Thị Thập,Phường Tân Quy,7,20-40
0,vip-normal,Căn hộ chung cư,130.0,3,2,1,Đầy đủ,65.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường An Phú,2,100+
0,vip-normal,Căn hộ chung cư,85.0,3,1,1,Đầy đủ,9.0,Dự án Lotus Garden,Đường Trịnh Đình Thảo,Phường Hòa Thạnh,Tân Phú,80-100
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,15.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,60-80
0,vip-normal,Căn hộ chung cư,130.0,3,2,1,Đầy đủ,23.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,100+
0,vip-normal,Căn hộ chung cư,51.0,1,1,1,Đầy đủ,12.0,Dự án New City Thủ Thiêm,Đường Mai Chí Thọ,Phường Bình Khánh,2,40-60
0,vip-normal,Căn hộ chung cư,79.0,2,2,1,Đầy đủ,23.0,Dự án Vinhomes Golden River Ba Son,Đường Nguyễn Thị Minh Khai,Phường Bến Nghé,1,60-80
0,vip-normal,Căn hộ chung cư,72.0,2,2,1,Đầy đủ,14.5,Dự án Florita Đức Khải,Đường Nguyễn Hữu Thọ,Phường Tân Hưng,7,60-80
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,13.0,Dự án Lavida Plus,Đường Nguyễn Văn Linh,Phường Tân Phong,7,60-80
0,vip-normal,Căn hộ chung cư,75.0,2,2,1,Đầy đủ,10.0,Dự án Saigon Asiana,Đường Nguyễn Văn Luông,Phường 12,6,60-80
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,11.0,Dự án Lexington Residence,Đường Mai Chí Thọ,Phường An Phú,2,40-60
0,vip-normal,Căn hộ chung cư,72.0,2,2,1,Đầy đủ,16.5,Dự án Terra Royal,Đường Lý Chính Thắng,Phường Võ Thị Sáu,3,60-80
0,vip-normal,Căn hộ chung cư,90.0,3,2,1,Đầy đủ,16.0,Dự án River Panorama,Đường Hoàng Quốc Việt,Phường Phú Thuận,7,80-100
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,17.0,Dự án Sky Center,Đường Phổ Quang,Phường 2,Tân Bình,60-80
0,vip-normal,Căn hộ chung cư,45.0,1,1,1,Đầy đủ,9.0,Không thuộc dự án,Đường Trường Sơn,Phường 4,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,95.0,3,2,1,Đầy đủ,12.0,Không thuộc dự án,Đường Phạm Văn Đồng,Phường 3,Gò Vấp,80-100
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,15.0,Dự án Sunshine Sky City ,Đường Đào Trí,Phường Phú Thuận,7,60-80
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,9.0,Không thuộc dự án,Đường Xô Viết Nghệ Tĩnh,Phường 24,Bình Thạnh,40-60
0,vip-normal,Căn hộ chung cư,65.0,2,2,1,Đầy đủ,6.0,Dự án Phố Đông Residences,Đường Trường Lưu,Phường Long Trường,9,60-80
0,vip-normal,Căn hộ chung cư,150.0,3,2,1,Đầy đủ,14.0,Không thuộc dự án,Đường Bông Sao,Phường 5,8,100+
0,vip-normal,Căn hộ chung cư,153.0,3,2,1,Đầy đủ,55.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,100+
0,vip-normal,Căn hộ chung cư,127.0,3,2,1,Đầy đủ,50.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,100+
0,vip-normal,Căn hộ chung cư,204.0,4,3,1,Đầy đủ,211.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,100+
0,vip-normal,Căn hộ chung cư,127.0,3,2,1,Cơ bản,48.0,Dự án Empire City Thủ Thiêm,Đường Mai Chí Thọ,Phường Thủ Thiêm,2,100+
0,vip-normal,Căn hộ chung cư,80.0,2,2,1,Đầy đủ,16.0,Dự án Riva Park,Đường Nguyễn Tất Thành,Phường 18,4,60-80
0,vip-normal,Căn hộ chung cư,80.0,3,2,1,Đầy đủ,18.0,Dự án Florita Đức Khải,Đường D1,Phường Tân Hưng,7,60-80
0,vip-normal,Căn hộ chung cư,118.0,3,2,1,Đầy đủ,42.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,100+
0,vip-normal,Căn hộ chung cư,60.0,2,1,1,Đầy đủ,18.0,Không thuộc dự án,Đường Bến Vân Đồn,Phường 12,4,40-60
0,vip-normal,Căn hộ chung cư,118.0,3,2,1,Đầy đủ,47.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,100+
0,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,13.0,Dự án River Gate,Đường Bến Vân Đồn,Phường 6,4,20-40
0,vip-normal,Căn hộ chung cư,118.0,3,2,1,Đầy đủ,47.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,100+
0,vip-normal,Căn hộ chung cư,118.0,3,2,1,Cơ bản,42.0,Dự án Diamond Island,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,2,100+
0,vip-normal,Căn hộ chung cư,74.0,2,2,1,Cao cấp,16.0,Dự án Rivera Park Sài Gòn,Đường Thành Thái,Phường 14,10,60-80
0,vip-normal,Căn hộ chung cư,33.0,1,1,1,Đầy đủ,4.0,Dự án Vinhomes Grand Park,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ,9,20-40
0,vip-normal,Căn hộ chung cư,36.0,1,1,1,Đầy đủ,9.5,Dự án Orchard Garden,Đường Nguyễn Công Hoan,Phường 7,Phú Nhuận,20-40
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,8.8,Không thuộc dự án,Đường Nguyễn Văn Mại,Phường 4,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,6.5,Không thuộc dự án,Đường Giải Phóng,Phường 4,Tân Bình,20-40
0,vip-normal,Căn hộ chung cư,60.0,2,1,1,Đầy đủ,9.5,Không thuộc dự án,Đường Cộng Hòa,Phường 13,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,50.0,1,1,1,Đầy đủ,6.2,Không thuộc dự án,Đường Cộng Hòa,Phường 13,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,60.0,2,1,1,Đầy đủ,11.0,Không thuộc dự án,Đường Cộng Hòa,Phường 13,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,45.0,1,1,1,Đầy đủ,7.3,Không thuộc dự án,Đường Lạc Long Quân,Phường 10,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,45.0,1,1,1,Đầy đủ,7.0,Không thuộc dự án,Đường Tân Thuận Tây,Phường Bình Thuận,7,40-60
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,5.0,Dự án Phú Mỹ Hưng,Đường Nguyễn Văn Linh,Phường Tân Phong,7,20-40
1,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,7.0,Không thuộc dự án,Đường Tăng Bạt Hổ,Phường 11,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,7.0,Không thuộc dự án,Đường Phan Tây Hồ,Phường 7,Phú Nhuận,20-40
0,vip-normal,Căn hộ chung cư,53.0,1,1,1,Đầy đủ,13.0,Dự án Botanica Premier,Đường Bạch Đằng,Phường 2,Tân Bình,40-60
0,vip-normal,Căn hộ chung cư,80.0,2,1,1,Đầy đủ,10.8,Không thuộc dự án,Đường Bình Lợi,Phường 13,Bình Thạnh,60-80
1,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,6.5,Không thuộc dự án,Đường Nguyễn Bá Huân,Phường Thảo Điền,2,20-40
1,vip-normal,Căn hộ chung cư,35.0,1,1,1,Đầy đủ,6.5,Không thuộc dự án,Đường Lê Quang Định,Phường 11,Bình Thạnh,20-40
1,vip-normal,Căn hộ chung cư,50.0,2,1,1,Đầy đủ,8.5,Không thuộc dự án,Đường Đinh Bộ Lĩnh,Phường 26,Bình Thạnh,40-60
0,vip-normal,Căn hộ chung cư,73.0,2,2,1,Đầy đủ,11.0,Dự án Richmond City,Đường Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,60-80
0,vip-normal,Căn hộ chung cư,71.0,2,2,1,Đầy đủ,9.0,Dự án Saigonres Plaza,Đường Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,60-80
0,vip-normal,Căn hộ chung cư,30.0,1,1,1,Đầy đủ,6.0,Không thuộc dự án,Đường Nguyễn Xí,Phường 13,Bình Thạnh,20-40
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,6.3,Không thuộc dự án,Đường Cộng Hòa,Phường 12,Tân Bình,20-40
0,vip-normal,Căn hộ chung cư,28.0,1,1,1,Đầy đủ,12.0,Dự án River Gate,Đường Bến Vân Đồn,Phường 6,4,20-40
1,vip-normal,Căn hộ chung cư,30.0,1,1,1,Đầy đủ,7.0,Không thuộc dự án,Đường Thích Quảng Đức,Phường 4,Phú Nhuận,20-40
0,vip-normal,Căn hộ chung cư,100.0,3,2,1,Đầy đủ,13.0,Dự án Viva Riverside,Đường Võ Văn Kiệt,Phường 3,6,80-100
0,vip-normal,Căn hộ chung cư,60.0,2,1,1,Đầy đủ,14.0,Dự án Galaxy 9,Đường Nguyễn Khoái,Phường 2,4,40-60
0,vip-normal,Căn hộ chung cư,70.0,2,2,1,Đầy đủ,10.0,Dự án Q7 Boulevard,Đường Nguyễn Lương Bằng,Phường Phú Mỹ,7,60-80
0,vip-normal,Căn hộ chung cư,86.0,2,2,1,Đầy đủ,10.0,Không thuộc dự án,Đường Hậu Giang,Phường 11,6,80-100
0,vip-normal,Căn hộ chung cư,77.0,2,2,1,Đầy đủ,13.0,Dự án CityLand Park Hills,Đường Phan Văn Trị,Phường 10,Gò Vấp,60-80
0,vip-normal,Căn hộ chung cư,49.0,1,1,1,Cơ bản,6.5,Dự án Safira Khang Điền,Đường Võ Chí Công,Phường Phú Hữu,9,40-60
0,vip-normal,Căn hộ chung cư,67.0,2,2,1,Đầy đủ,6.5,Dự án Khang An,Đường Võ Chí Công,Phường Phú Hữu,9,60-80
0,vip-normal,Căn hộ chung cư,50.0,2,1,1,Cơ bản,7.0,Dự án The Western Capital,Đường Lý Chiêu Hoàng,Phường 10,6,40-60
0,vip-normal,Căn hộ chung cư,90.0,2,2,1,Đầy đủ,16.0,Dự án Xi Grand Court,Đường Thành Thái,Phường 14,10,80-100
0,vip-normal,Căn hộ chung cư,60.0,2,2,1,Đầy đủ,7.5,Dự án Topaz Elite,Đường Cao Lỗ,Phường 4,8,40-60
0,vip-normal,Căn hộ chung cư,90.0,2,2,1,Đầy đủ,10.0,Dự án Oriental Plaza,Đường Âu Cơ,Phường Tân Thành,Tân Phú,80-100
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,9.0,Không thuộc dự án,Đường 3/2,Phường 14,10,20-40
0,vip-normal,Căn hộ chung cư,40.0,1,1,1,Đầy đủ,6.5,Dự án Phú Mỹ Hưng,Đường Bùi Bằng Đoàn,Phường Tân Phong,7,20-40
